Transaction_ID,Transaction_Date,Transaction_Amount,Transaction_Status,Transaction_Type,Customer_ID,Customer_Name,Gender,DOB,Email,Phone,Customer_City,Card_ID,Card_Type,Issuer_Bank,Card_Tier,Expiry_Date,Merchant_ID,Merchant_Name,Merchant_Category,Merchant_Country,Location_ID,City,State,Country
T1095,2025-02-24,24830.72,sucsess,pos,C1095,Alexis Baker,M,1998-02-15,alexis.baker@outlook.com,6174026711,Kochi,Card1095,Debit,Harmon PLC,Gold,2027-07-01,M1095,Reese Group,Retail,india,L1095,Chandigarh,West Bengal,Inda
T1096,2024-06-04,82502.28,sucsess,ATM,C1096,Ashley Gordon,F,1997-06-01,ashley.gordon@rediffmail.com,6880966873,Kolkata,Card1096,Debit,"Williams, Logan and Camacho",Silver,2028-07-20,M1096,"Turner, Schneider and Johnson",Electronics,india,L1096,Bangalore,Karnataka,India
T1097,2024-06-28,65493.34,Fraudulent,Online,C1097,Brian Joseph,F,2002-02-17,brian.joseph@gmail.com,7409261619,Chennai,Card1097,Credit,Jones-Miller,Gold,2028-11-20,M1097,"Hernandez, Martinez and Weber",Grocery,india,L1097,Mumbai,Maharashtra,India
T1098,2024-09-18,31403.81,Fraudulent,POS,C1098,Kyle Phillips,F,1981-10-15,kyle.phillips@yahoo.com,9068941037,Chennai,Card1098,Credit,"Jacobs, Garcia and Miles",Platinum,2028-03-28,M1098,"Curtis, Mack and Le",,Inda,L1098,Chennai,Gujarat,india
T1099,2023-12-06,8516.45,FAIL,atm,C1099,Jennifer Wilcox,O,1973-09-27,jennifer.wilcox@yahoo.com,9801753931,Kochi,Card1099,Debit,Perry-Davis,Platinum,2029-04-24,M1099,Edwards-Scott,,Inda,L1099,Kolkata,Delhi,Inda
T1100,2023-10-18,31715.62,sucsess,atm,C1100,Ronald Davis,F,1991-03-19,ronald.davis@rediffmail.com,6772326080,Hyderabad,Card1100,Credit,Garner LLC,Silver,2029-07-04,M1100,Hawkins PLC,,India,L1100,Bangalore,West Bengal,India
T1101,2024-08-31,32742.35,FAIL,onlne,C1101,Jennifer Russo,O,1982-09-11,jennifer.russo@rediffmail.com,9446510099,Mumbai,Card1101,Debit,Parrish-Griffith,Platinum,2028-04-11,M1101,Burke-Bell,Grocery,India,L1101,Delhi,Maharashtra,india
T1102,2024-09-12,78134.29,Fraudulent,onlne,C1102,John Boone,M,1979-01-01,john.boone@gmail.com,7177195771,Bangalore,Card1102,Debit,Bruce-Richardson,Gold,2027-04-13,M1102,Andrews-Aguirre,Travel,Inda,L1102,Kochi,Maharashtra,india
T1103,2025-04-08,47229.28,sucsess,POS,C1103,Timothy Gallegos,M,1982-08-24,timothy.gallegos@rediffmail.com,7321572508,Bangalore,Card1103,Debit,Johnson-Nelson,Silver,2030-03-17,M1103,Dorsey-Bell,Travel,india,L1103,Mumbai,Kerala,india
T1104,2023-11-09,30460.54,FAIL,POS,C1104,Jennifer Thomas,F,2003-09-01,jennifer.thomas@gmail.com,6904283502,Hyderabad,Card1104,Debit,"Bonilla, Davis and Moreno",Silver,2026-09-10,M1104,Barnes-Peterson,Grocery,India,L1104,Bangalore,Uttar Pradesh,India
T1105,2024-04-04,28054.54,Success,POS,C1105,Latoya Miller,O,1965-09-05,latoya.miller@gmail.com,6737329499,Lucknow,Card1105,Debit,Moore PLC,Platinum,2028-03-25,M1105,Craig LLC,Retail,Inda,L1105,Chennai,Uttar Pradesh,India
T1106,2024-05-31,10986.39,Success,POS,C1106,Mr. Donald Fischer,F,1989-07-08,mr..donald.fischer@yahoo.com,8893834291,Ahmedabad,Card1106,Debit,Reed Inc,Platinum,2029-01-29,M1106,Gregory-Watkins,Grocery,india,L1106,Kolkata,Gujarat,india
T1107,2024-08-04,95214.45,sucsess,atm,C1107,James Greene,O,1989-11-14,james.greene@outlook.com,6281793028,Chandigarh,Card1107,Credit,Harris and Sons,Silver,2028-02-05,M1107,Duran LLC,Grocery,India,L1107,Bangalore,Karnataka,India
T1108,2024-03-02,33221.83,Success,pos,C1108,Jeffrey Anderson MD,M,1952-08-21,jeffrey.anderson.md@outlook.com,6528009419,Chennai,Card1108,Debit,Mason Ltd,Gold,2025-07-16,M1108,Jones-Hensley,Electronics,Inda,L1108,Lucknow,Tamil Nadu,india
T1109,2023-07-24,88476.79,FAIL,POS,C1109,Blake Edwards,O,1974-02-27,blake.edwards@outlook.com,7062245021,Chandigarh,Card1109,Credit,Berry-Mckinney,Platinum,2025-08-19,M1109,Roberts-Sullivan,Electronics,india,L1109,Kochi,Punjab,india
T1110,2024-02-29,26726.05,Success,POS,C1110,Tamara Davis,O,1956-03-02,tamara.davis@outlook.com,6870957991,Lucknow,Card1110,Debit,Sanchez PLC,Silver,2029-05-21,M1110,Warren-Foster,Travel,Inda,L1110,Hyderabad,Kerala,India
T1111,2024-02-17,33240.23,FAIL,POS,C1111,Richard Jones,M,1995-03-24,richard.jones@yahoo.com,7889510060,Hyderabad,Card1111,Credit,"Wilson, Hicks and Bullock",Gold,2028-05-11,M1111,Bell-Mullen,Grocery,Inda,L1111,Chennai,Maharashtra,Inda
T1112,2024-11-04,56241.53,FAIL,ATM,C1112,Charles Gonzalez,M,1999-12-08,charles.gonzalez@outlook.com,9533974643,Kochi,Card1112,Credit,"Hernandez, Malone and Jones",Platinum,2026-09-23,M1112,"Snyder, Webster and Wolf",Grocery,India,L1112,Bangalore,Kerala,india
T1113,2024-06-04,88543.49,Success,onlne,C1113,Victoria Morris,O,1990-10-28,victoria.morris@gmail.com,8992591729,Hyderabad,Card1113,Debit,"Stewart, Gonzales and Harrison",,2030-04-10,M1113,"Turner, Hill and Brown",Retail,india,L1113,Kolkata,Maharashtra,Inda
T1114,2024-07-20,16349.39,Success,Online,C1114,,F,1949-07-10,,9984351486,Bangalore,Card1114,Debit,Hayes-Brown,Silver,2028-02-11,M1114,Jones-Lin,Grocery,india,L1114,Chennai,Maharashtra,Inda
T1115,2025-04-16,92564.8,FAIL,ATM,C1115,Kevin Best,O,1950-08-14,kevin.best@outlook.com,9746640394,Kolkata,Card1115,Debit,"Huang, Cole and Pacheco",Silver,2029-10-14,M1115,"Lopez, Jacobs and Mason",Electronics,India,L1115,Bangalore,Telangana,India
T1116,2023-08-09,38813.96,Fraudulent,pos,C1116,Sara Haas,F,1975-02-17,sara.haas@rediffmail.com,6269417482,Chennai,Card1116,Debit,Wagner and Sons,Gold,2026-05-09,M1116,Wright Group,Grocery,india,L1116,Kochi,Karnataka,India
T1117,2024-05-28,47678.6,Success,pos,C1117,Helen Hardin,O,1980-02-19,helen.hardin@gmail.com,9955884584,Bangalore,Card1117,Credit,Ortiz-Morgan,Gold,2029-12-02,M1117,"Williams, Mccoy and Cook",Grocery,India,L1117,Delhi,Tamil Nadu,India
T1118,2024-03-04,87359.28,FAIL,atm,C1118,Diane Cummings,O,1950-11-26,diane.cummings@rediffmail.com,7829903332,Lucknow,Card1118,Credit,"Brandt, Morrison and Hernandez",Silver,2030-03-21,M1118,Aguilar and Sons,Retail,India,L1118,Kochi,Maharashtra,india
T1119,2025-06-03,5024.17,sucsess,ATM,C1119,Melissa Myers,F,1968-04-11,melissa.myers@rediffmail.com,9541466438,Bangalore,Card1119,Debit,"Fletcher, Miller and Hansen",Gold,2028-02-10,M1119,"Conner, Li and Santiago",Electronics,Inda,L1119,Mumbai,Delhi,India
T1120,2025-03-26,6655.14,FAIL,pos,C1120,Michael Romero,M,1994-09-30,michael.romero@outlook.com,9604944530,Chandigarh,Card1120,Credit,Cox and Sons,Silver,2029-12-13,M1120,Peterson Group,Grocery,India,L1120,Ahmedabad,Karnataka,india
T1121,2023-11-18,83103.93,Success,ATM,C1121,Edward French,M,1959-11-21,edward.french@rediffmail.com,6624494538,Lucknow,Card1121,Credit,"Wise, Conley and Stephenson",Platinum,2026-08-23,M1121,Stanley PLC,Grocery,India,L1121,Delhi,Delhi,india
T1122,2023-10-01,34936.05,Fraudulent,POS,C1122,Christopher Schwartz,F,1985-02-11,christopher.schwartz@gmail.com,7660283964,Kolkata,Card1122,Debit,"Lamb, Martin and Kim",Silver,2028-09-04,M1122,Diaz-Ball,Travel,Inda,L1122,Kochi,Kerala,india
T1123,2024-06-01,80256.14,FAIL,pos,C1123,Rachel Young,O,1986-01-09,rachel.young@gmail.com,8682782178,Hyderabad,Card1123,Credit,Collins Group,Platinum,2027-11-24,M1123,Richardson PLC,Travel,india,L1123,Lucknow,Uttar Pradesh,india
T1124,2024-05-29,47131.01,Fraudulent,onlne,C1124,Kathryn Barnes,O,1975-11-22,kathryn.barnes@yahoo.com,7664933165,Chennai,Card1124,Debit,Montoya PLC,Silver,2027-11-14,M1124,Salas Inc,Travel,india,L1124,Hyderabad,Telangana,india
T1125,2024-11-01,98720.44,sucsess,POS,C1125,Ashley Singleton,F,1977-03-06,ashley.singleton@gmail.com,6411654819,Chennai,Card1125,Credit,Mitchell and Sons,Platinum,2028-08-18,M1125,Cole-Palmer,Travel,Inda,L1125,Bangalore,Karnataka,india
T1126,2025-03-28,37372.83,Success,ATM,C1126,Courtney Hayes,O,1974-03-30,courtney.hayes@yahoo.com,7470664930,Delhi,Card1126,Credit,Arias-Perry,Platinum,2026-04-02,M1126,Shaw-Young,Grocery,Inda,L1126,Hyderabad,West Bengal,India
T1127,2023-08-24,18923.76,sucsess,Online,C1127,Timothy Combs,M,1969-12-26,timothy.combs@outlook.com,6227538939,Delhi,Card1127,Credit,"Rogers, Thomas and Johnson",Silver,2027-05-20,M1127,Horton-Taylor,Grocery,India,L1127,Hyderabad,Karnataka,india
T1128,2024-12-21,63068.1,Fraudulent,pos,C1128,Susan Smith,O,1976-05-24,susan.smith@gmail.com,6660643541,Mumbai,Card1128,Debit,Conley PLC,Platinum,2029-04-15,M1128,"Lynch, Henderson and Parsons",Retail,Inda,L1128,Kochi,Maharashtra,india
T1129,2023-12-23,1373.67,Success,Online,C1129,Jason Bauer,O,1964-12-19,jason.bauer@yahoo.com,8893415964,Ahmedabad,Card1129,Credit,Brown-Copeland,Platinum,2026-07-05,M1129,Carlson-Smith,Retail,india,L1129,Delhi,Gujarat,india
T1130,2024-07-26,89463.31,FAIL,ATM,C1130,Doris Smith,O,1983-08-09,doris.smith@yahoo.com,8364188016,Mumbai,Card1130,Debit,Allen-Butler,Silver,2027-07-13,M1130,"Barnett, Mills and Ward",Electronics,india,L1130,Kolkata,Uttar Pradesh,Inda
T1131,2024-08-03,86271.32,Failed,pos,C1131,Katie Smith,F,1981-07-01,katie.smith@yahoo.com,6981945467,Mumbai,Card1131,Debit,Williams-Hughes,Silver,2029-10-15,M1131,King-Smith,Travel,India,L1131,Chandigarh,Kerala,Inda
T1132,2025-02-23,-100.0,Failed,atm,C1132,Matthew Garcia,F,1949-01-26,matthew.garcia@outlook.com,6474661886,Ahmedabad,Card1132,Credit,"Moss, Cook and Williams",Gold,2028-05-28,M1132,"Morgan, Day and Greer",Travel,india,L1132,Bangalore,Punjab,India
T1133,2024-12-04,116.95,Success,atm,C1133,Robin Brown,O,1976-02-03,robin.brown@yahoo.com,9848414614,Kolkata,Card1133,Credit,Johnson-Harris,Gold,2029-07-17,M1133,Blackwell LLC,Travel,India,L1133,Delhi,Gujarat,india
T1134,2025-06-15,4673.23,Failed,pos,C1134,Robert Kennedy,M,1965-07-28,robert.kennedy@rediffmail.com,8717238925,Lucknow,Card1134,Credit,Mullins and Sons,Silver,2029-11-09,M1134,Kelly-Norman,Electronics,India,L1134,Ahmedabad,Delhi,Inda
T1135,2025-04-24,48344.9,FAIL,POS,C1135,Robert Kim,O,1989-02-04,robert.kim@gmail.com,6746914509,Kochi,Card1135,Credit,Paul-Kline,Silver,2028-04-18,M1135,Morgan-Lopez,Travel,Inda,L1135,Lucknow,Uttar Pradesh,Inda
T1136,2024-12-10,93557.66,Failed,POS,C1136,Kelly Owen,M,1978-05-01,kelly.owen@outlook.com,8941477278,Kochi,Card1136,Debit,"Coleman, Jordan and Carney",Platinum,2028-08-06,M1136,Gardner LLC,Grocery,Inda,L1136,Chandigarh,Telangana,Inda
T1137,2023-09-09,26771.13,Failed,ATM,C1137,Elizabeth Morrison,O,1949-12-03,elizabeth.morrison@rediffmail.com,9685840130,Kolkata,Card1137,Credit,Jackson-Wallace,Platinum,2028-04-05,M1137,Williams-Berg,Grocery,Inda,L1137,Bangalore,Telangana,india
T1138,2024-03-21,55257.25,Success,onlne,C1138,William Gould,F,1986-04-25,william.gould@yahoo.com,9277269399,Delhi,Card1138,Debit,Lambert Group,Platinum,2029-03-04,M1138,Palmer-Brady,Travel,Inda,L1138,Chandigarh,Kerala,India
T1139,2023-10-24,70997.96,Failed,Online,C1139,Megan Kim,M,1946-08-05,megan.kim@outlook.com,6115345152,Hyderabad,Card1139,Credit,Jones Ltd,Platinum,2026-09-08,M1139,Cox-Herring,Travel,india,L1139,Kochi,Punjab,india
T1140,2023-07-17,61866.23,sucsess,atm,C1140,Tiffany Watson,O,1985-08-25,tiffany.watson@yahoo.com,6715438632,Bangalore,Card1140,Credit,Berry PLC,Gold,2026-10-11,M1140,Sanders-Banks,Grocery,India,L1140,Hyderabad,Uttar Pradesh,India
T1141,2024-01-01,77072.38,FAIL,atm,C1141,Kathryn Hughes,F,1952-03-11,kathryn.hughes@outlook.com,123,Ahmedabad,Card1141,Credit,"Wilson, Hampton and Padilla",Platinum,2025-09-10,M1141,Davies LLC,Retail,India,L1141,Chennai,Punjab,Inda
T1142,2024-12-12,15460.08,sucsess,onlne,C1142,,F,2006-11-03,,7841579769,Bangalore,Card1142,Credit,Martinez Inc,Silver,2029-08-26,M1142,Thompson-Reeves,Retail,Inda,L1142,Delhi,West Bengal,india
T1143,2023-08-29,78710.5,Fraudulent,atm,C1143,Michelle Pierce,M,1999-08-18,michelle.pierce@rediffmail.com,9656675709,Kolkata,Card1143,Debit,Vance-York,Platinum,2028-03-10,M1143,"Mckinney, Graves and Thompson",Grocery,Inda,L1143,Delhi,Tamil Nadu,Inda
T1144,2024-03-28,57314.59,sucsess,atm,C1144,Curtis Taylor,O,1979-02-04,curtis.taylor@outlook.com,7289869081,Mumbai,Card1144,Debit,Johnson-Spencer,Platinum,2027-05-19,M1144,Mcdonald-Bird,Travel,India,L1144,Lucknow,Punjab,India
T1145,2023-09-30,19822.02,FAIL,pos,C1145,James Love,F,1986-02-12,james.love@outlook.com,7650795606,Hyderabad,Card1145,Credit,Fox-Hammond,Silver,2026-03-16,M1145,"Jones, Compton and Day",Retail,India,L1145,Hyderabad,Gujarat,india
T1146,2024-06-05,33223.14,sucsess,pos,C1146,Shawn Deleon,F,1976-03-04,shawn.deleon@yahoo.com,8891377623,Hyderabad,Card1146,Debit,"Matthews, Saunders and Anderson",Silver,2029-11-15,M1146,"Bartlett, Brown and Martinez",Retail,india,L1146,Chennai,Punjab,India
T1147,2023-10-18,65425.42,Failed,ATM,C1147,Timothy Perez,F,1965-03-03,timothy.perez@gmail.com,6868572028,Delhi,Card1147,Debit,"Jacobson, Singleton and King",Platinum,2026-11-15,M1147,"Huber, Hill and Weber",Electronics,india,L1147,Chandigarh,Karnataka,Inda
T1148,2024-10-11,6379.83,Fraudulent,POS,C1148,Caroline David,M,1980-10-10,caroline.david@yahoo.com,7419697432,Delhi,Card1148,Debit,Jackson PLC,Gold,2026-04-08,M1148,"Winters, Morgan and Bradshaw",Retail,Inda,L1148,Hyderabad,Maharashtra,Inda
T1149,2023-07-23,40643.64,Fraudulent,pos,C1149,Travis Wise,F,2000-08-18,travis.wise@outlook.com,8553358029,Kochi,Card1149,Credit,Curtis-Wang,Silver,2025-09-18,M1149,Montgomery-Johnson,Grocery,India,L1149,Chandigarh,West Bengal,India
T1150,2025-05-12,16196.8,FAIL,Online,C1150,Tyler Webb,O,1987-02-25,tyler.webb@gmail.com,9874421800,Chennai,Card1150,Credit,"Sullivan, Chavez and Barker",Silver,2030-02-11,M1150,Gonzales Group,Electronics,Inda,L1150,Kochi,Karnataka,Inda
T1151,2024-06-16,34332.86,sucsess,atm,C1151,Emily Higgins,O,1958-05-11,emily.higgins@gmail.com,9818678162,Mumbai,Card1151,Credit,"Travis, Reed and Ross",Silver,2028-05-13,M1151,Robertson-Rodriguez,Grocery,Inda,L1151,Chandigarh,Uttar Pradesh,India
T1152,2023-12-26,69794.52,sucsess,POS,C1152,David Davis,F,1976-03-20,david.davis@gmail.com,6069509644,Lucknow,Card1152,Debit,Dougherty-Lin,Platinum,2026-07-07,M1152,Wright-Grimes,Retail,india,L1152,Chennai,West Bengal,india
T1153,2023-10-24,10747.66,sucsess,onlne,C1153,Michelle Lee,O,1999-10-31,michelle.lee@gmail.com,9207055328,Kolkata,Card1153,Debit,Jimenez PLC,Gold,2028-04-04,M1153,Jimenez-Parker,Travel,Inda,L1153,Lucknow,Delhi,india
T1154,2023-07-10,16263.33,Failed,atm,C1154,Tracy Lewis,F,1950-08-08,tracy.lewis@yahoo.com,9233778674,Hyderabad,Card1154,Credit,Williams-Campbell,Platinum,2028-10-25,M1154,"Khan, Pena and Ruiz",,India,L1154,Chennai,Gujarat,Inda
T1155,2024-08-11,1169.97,FAIL,ATM,C1155,Stephen Luna,M,1945-01-11,stephen.luna@yahoo.com,6794629071,Bangalore,Card1155,Credit,Diaz-Morales,Platinum,2026-05-21,M1155,"Hoffman, Cox and Roberts",Grocery,Inda,L1155,Bangalore,Tamil Nadu,India
T1156,2024-04-17,27723.13,FAIL,POS,C1156,Diana Hays,F,1978-10-15,diana.hays@outlook.com,9557002893,Lucknow,Card1156,Credit,"Carr, Anderson and Davis",Gold,2029-04-21,M1156,Norton-Morgan,Retail,Inda,L1156,Kolkata,Telangana,India
T1157,2025-06-20,63402.81,Failed,onlne,C1157,Jordan Porter,O,1969-05-09,jordan.porter@outlook.com,9577944501,Delhi,Card1157,Debit,Williams Ltd,Gold,2026-09-13,M1157,Brock-Stone,Retail,Inda,L1157,Kolkata,Delhi,india
T1158,2023-10-15,87286.98,Failed,POS,C1158,Timothy Flores,M,1985-09-23,timothy.flores@outlook.com,7438296941,Delhi,Card1158,Debit,Ewing-Stevenson,Silver,2029-11-09,M1158,Wheeler-Romero,Retail,Inda,L1158,Ahmedabad,Kerala,India
T1159,2024-07-21,57708.85,Success,atm,C1159,Elizabeth Cabrera,F,1980-09-12,elizabeth.cabrera@gmail.com,8649884992,Ahmedabad,Card1159,Credit,Rivera-Rodriguez,Gold,2029-08-21,M1159,Silva-Robles,Grocery,india,L1159,Mumbai,Punjab,india
T1160,2025-01-05,21132.19,Fraudulent,ATM,C1160,Deborah Rios,F,2003-10-27,,9536252463,Kolkata,Card1160,Debit,"Lane, Griffith and Silva",Silver,2025-09-12,M1160,Warren Ltd,Grocery,India,L1160,Kolkata,Delhi,Inda
T1161,2024-10-15,85864.35,Success,pos,C1161,Michael Johnson,M,1997-03-08,michael.johnson@yahoo.com,7404186534,Chennai,Card1161,Credit,"Rodriguez, Smith and Edwards",Gold,2028-09-15,M1161,Gutierrez and Sons,Retail,india,L1161,Hyderabad,West Bengal,india
T1162,2024-05-05,48800.63,sucsess,Online,C1162,Nancy Brown,F,1978-08-15,nancy.brown@outlook.com,9189156173,Kochi,Card1162,Debit,Stone PLC,Silver,2029-06-26,M1162,Bolton-Mendoza,Travel,india,L1162,Kochi,Kerala,india
T1163,2024-04-09,41457.51,Failed,Online,C1163,Joseph Payne,M,1965-10-28,joseph.payne@yahoo.com,8322624835,Delhi,Card1163,Debit,"Ingram, Le and Schneider",Platinum,2026-12-12,M1163,"Baker, Washington and Bernard",Grocery,India,L1163,Lucknow,Maharashtra,India
T1164,2024-01-24,76523.14,Success,Online,C1164,William Evans,F,1982-06-14,william.evans@gmail.com,123,Kochi,Card1164,Credit,Bush-Vaughn,Gold,2028-01-05,M1164,Stewart-Bailey,Grocery,Inda,L1164,Kolkata,Gujarat,Inda
T1165,2025-06-16,86050.84,Fraudulent,pos,C1165,Kenneth Daniels,F,1998-08-07,kenneth.daniels@yahoo.com,123,Chandigarh,Card1165,Debit,Cardenas-Blevins,Silver,2027-10-19,M1165,Roberts LLC,Grocery,Inda,L1165,Kochi,Gujarat,Inda
T1166,2024-12-27,13716.42,Fraudulent,pos,C1166,Mary Burgess,O,1949-11-07,mary.burgess@rediffmail.com,8942034105,Bangalore,Card1166,Debit,Harris PLC,Gold,2028-06-02,M1166,Fitzpatrick-Horton,Electronics,india,L1166,Kochi,Delhi,India
T1167,2023-10-06,27259.33,FAIL,ATM,C1167,Anthony Stein,F,1951-11-27,anthony.stein@rediffmail.com,7768206576,Delhi,Card1167,Credit,Little Inc,Gold,2030-06-19,M1167,Gutierrez Ltd,Electronics,Inda,L1167,Ahmedabad,West Bengal,Inda
T1168,2024-06-22,79966.29,Fraudulent,pos,C1168,Joshua Hickman,O,1951-04-26,joshua.hickman@gmail.com,6112772143,Bangalore,Card1168,Debit,Delgado-Gilmore,Silver,2026-08-23,M1168,Woods-Gonzalez,Electronics,India,L1168,Chandigarh,Gujarat,India
T1169,2024-01-31,20923.87,sucsess,onlne,C1169,Susan Davis,F,1966-04-30,susan.davis@rediffmail.com,6973929170,Hyderabad,Card1169,Credit,"Hall, Rodgers and Jefferson",Silver,2027-11-25,M1169,Gentry and Sons,Retail,india,L1169,Ahmedabad,West Bengal,India
T1170,2024-05-11,59661.61,Fraudulent,Online,C1170,Amanda Huff,M,2004-07-05,amanda.huff@yahoo.com,7631217007,Chennai,Card1170,Debit,Lopez-Curry,Platinum,2026-12-20,M1170,Mcdowell-Smith,Retail,India,L1170,Hyderabad,Tamil Nadu,Inda
T1171,2024-09-05,69734.07,Failed,atm,C1171,Frances Gibson,M,1985-06-29,frances.gibson@rediffmail.com,8841631844,Chandigarh,Card1171,Debit,"Daniels, Snyder and Mays",Gold,2026-05-21,M1171,"Mcdonald, Lee and Rodriguez",Grocery,India,L1171,Chandigarh,Tamil Nadu,india
T1172,2023-10-26,68354.1,FAIL,POS,C1172,Michelle Smith,O,1994-03-24,michelle.smith@outlook.com,9786363098,Kolkata,Card1172,Debit,Gibbs-Bradley,Gold,2029-05-17,M1172,Thompson Ltd,Retail,India,L1172,Chennai,Tamil Nadu,India
T1173,2025-05-18,38921.02,sucsess,atm,C1173,Angie Caldwell,O,1972-01-25,angie.caldwell@gmail.com,123,Kochi,Card1173,Debit,Holden Group,Silver,2029-02-09,M1173,Boyle-Smith,Retail,India,L1173,Delhi,Gujarat,India
T1174,2024-04-14,10212.39,Failed,atm,C1174,Tiffany Turner,F,1960-07-01,tiffany.turner@outlook.com,9870657802,Delhi,Card1174,Credit,"Berry, Green and Ward",Silver,2029-04-09,M1174,Brown Inc,Grocery,Inda,L1174,Chandigarh,Uttar Pradesh,Inda
T1175,2024-06-17,99147.15,Fraudulent,ATM,C1175,Jonathan Jacobson,F,1965-05-08,jonathan.jacobson@outlook.com,9811431943,Lucknow,Card1175,Debit,"Carrillo, Vaughn and Fowler",Platinum,2026-10-31,M1175,Richardson-Walker,Electronics,Inda,L1175,Kolkata,Telangana,india
T1176,2023-10-03,55410.95,FAIL,atm,C1176,William Brooks,O,1977-01-05,william.brooks@gmail.com,6593328086,Chennai,Card1176,Credit,"Dunn, Ruiz and Medina",Gold,2026-10-10,M1176,"Petersen, Gill and Becker",Travel,india,L1176,Kochi,Delhi,India
T1177,2024-09-26,73105.86,FAIL,pos,C1177,Kelsey Cox,M,2003-11-21,kelsey.cox@rediffmail.com,7777186595,Bangalore,Card1177,Debit,"Rodriguez, Poole and Leach",Gold,2026-03-03,M1177,Armstrong and Sons,Retail,India,L1177,Kochi,Karnataka,Inda
T1178,2023-10-27,22286.35,Fraudulent,pos,C1178,Michael Love,M,1966-10-20,michael.love@outlook.com,8515207345,Chennai,Card1178,Debit,Davis-Dixon,Platinum,2029-11-24,M1178,Chavez PLC,Electronics,india,L1178,Mumbai,Uttar Pradesh,Inda
T1179,2024-05-09,9050.51,sucsess,pos,C1179,Joel Roman,F,1975-07-23,joel.roman@yahoo.com,7461672073,Hyderabad,Card1179,Credit,"Johnson, Scott and Smith",Platinum,2030-04-09,M1179,Lane Inc,Travel,India,L1179,Hyderabad,Kerala,india
T1180,2024-05-16,80447.65,Fraudulent,pos,C1180,Amy Shannon,F,1967-12-02,amy.shannon@yahoo.com,8170726182,Bangalore,Card1180,Debit,Johnson-Ortiz,Platinum,2026-01-06,M1180,Cannon Ltd,Travel,Inda,L1180,Ahmedabad,Kerala,Inda
T1181,2024-11-04,91295.59,Fraudulent,Online,C1181,Janet Kane DVM,M,1973-01-29,janet.kane.dvm@gmail.com,6202624906,Kolkata,Card1181,Debit,Miller-Brandt,Gold,2028-08-28,M1181,"Anderson, Dalton and Wilson",Retail,india,L1181,Ahmedabad,Kerala,Inda
T1182,2024-08-12,97860.92,Fraudulent,Online,C1182,William Davenport,O,1971-03-22,william.davenport@rediffmail.com,6093470633,Kolkata,Card1182,Debit,Good Group,Silver,2029-12-21,M1182,"Ball, Coleman and Gray",Travel,India,L1182,Chennai,Telangana,india
T1183,2023-12-17,20310.79,Failed,ATM,C1183,Donald Pineda,O,1961-04-25,donald.pineda@rediffmail.com,7454364165,Chandigarh,Card1183,Credit,"Cannon, Johnson and Keller",Silver,2029-05-23,M1183,"Miranda, Stephenson and Smith",Grocery,india,L1183,Mumbai,Punjab,Inda
T1184,2023-11-29,77932.88,Success,POS,C1184,Jill Powers,M,1949-01-19,jill.powers@outlook.com,7778444989,Bangalore,Card1184,Debit,Sanchez Inc,Platinum,2026-05-01,M1184,Gonzales-Fernandez,Grocery,India,L1184,Bangalore,Telangana,India
T1185,2025-01-27,67166.77,Failed,POS,C1185,Wyatt Young,M,2003-04-02,wyatt.young@rediffmail.com,8134124999,Chennai,Card1185,Debit,"Johnston, Ray and Barton",Gold,2025-12-14,M1185,Young-Walter,Electronics,India,L1185,Lucknow,Uttar Pradesh,India
T1186,2024-11-15,63101.79,Success,POS,C1186,Donald Hawkins,F,1979-12-11,donald.hawkins@outlook.com,6548095375,Ahmedabad,Card1186,Debit,"Hobbs, Buck and Garrett",Gold,2027-05-09,M1186,Peters-Williams,Electronics,india,L1186,Kochi,Karnataka,Inda
T1187,2024-03-15,88266.59,Success,ATM,C1187,Emma Butler,F,1988-04-01,emma.butler@rediffmail.com,6158533048,Chennai,Card1187,Credit,Evans and Sons,Platinum,2028-09-18,M1187,"Wells, Atkinson and Turner",Travel,India,L1187,Chandigarh,Uttar Pradesh,Inda
T1188,2024-12-22,73043.16,sucsess,ATM,C1188,Kristina Faulkner,O,1954-04-18,kristina.faulkner@yahoo.com,9013881170,Chennai,Card1188,Credit,"Moreno, Price and Scott",Silver,2029-05-30,M1188,Lucas-Nielsen,,india,L1188,Bangalore,Gujarat,india
T1189,2025-04-09,82542.73,Success,POS,C1189,Sandra Williams,M,1969-09-22,sandra.williams@gmail.com,9254406256,Bangalore,Card1189,Debit,Nunez-Morrison,Silver,2026-04-05,M1189,Lopez PLC,Travel,india,L1189,Mumbai,Karnataka,India
T1190,2025-01-04,6586.09,sucsess,POS,C1190,Daniel Meadows,M,1990-03-01,daniel.meadows@outlook.com,7973073887,Kolkata,Card1190,Debit,Krueger-Smith,Platinum,2030-03-24,M1190,Hayden Inc,Grocery,Inda,L1190,Bangalore,Maharashtra,Inda
T1191,2025-01-22,80817.24,FAIL,POS,C1191,Melissa Padilla,O,1995-10-21,melissa.padilla@gmail.com,8482569647,Kolkata,Card1191,Credit,Herman-Arnold,,2029-07-18,M1191,James-Ferguson,,Inda,L1191,Mumbai,Delhi,Inda
T1192,2024-03-27,72467.22,FAIL,Online,C1192,Stephen Owens,M,1965-06-17,stephen.owens@outlook.com,7022735306,Delhi,Card1192,Debit,"Harrison, Franco and Rocha",Platinum,2027-09-12,M1192,Edwards-Williams,Electronics,India,L1192,Chennai,Gujarat,India
